,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
2446796,2446796,2446796,202223539907082_4628853227244069,2022-03-01 16:19:42,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5338556276189714/?type=3,www.facebook.com,facebook
2450180,2450180,2450180,111364995554310_5120301854660574,2022-03-01 16:29:28,link,This is a re-share of a post,http://novaukraine.org/donate/,novaukraine.org,novaukraine
2487600,2487600,2487600,765097033535684_5340852705960071,2022-03-01 18:15:20,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5340852679293407/?type=3,www.facebook.com,facebook
2557022,2557022,2557022,2784623150967321743_800445934,2022-03-01 22:16:09,album,,www.novaukraine.org,,novaukraine
2580993,2580993,2580993,765097033535684_5341540462557962,2022-03-02 00:27:06,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5341540292557979/?type=3,www.facebook.com,facebook
2588835,2588835,2588835,112858102153302_4473961762709559,2022-03-02 01:03:20,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5418454371533237/?type=3,www.facebook.com,facebook
2609842,2609842,2609842,765097033535684_5341879032524105,2022-03-02 03:24:16,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
2614992,2614992,2614992,452419411814282_1853175368405339,2022-03-02 03:48:38,photo,,https://www.facebook.com/novaukraine.org,www.facebook.com,facebook
2635541,2635541,2635541,150725791748540_2196334930520939,2022-03-02 05:53:15,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
2641460,2641460,2641460,765097033535684_5342189472493061,2022-03-02 06:12:06,photo,,https://www.give.novaukraine.org/,www.give.novaukraine.org,novaukraine
2846494,2846494,2846494,765097033535684_5343415459037129,2022-03-02 16:20:23,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5343415335703808/?type=3,www.facebook.com,facebook
2877439,2877439,2877439,254568458104_10158742179853105,2022-03-02 17:25:08,photo,,www.novaukraine.org,,novaukraine
2890490,2890490,2890490,1852838975038713_3161995007456430,2022-03-02 18:12:02,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
2960106,2960106,2960106,1452988615008823_2733548890286116,2022-03-02 22:16:31,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
2967242,2967242,2967242,765097033535684_5344404695604872,2022-03-03 00:07:24,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5344404662271542/?type=3,www.facebook.com,facebook
2990802,2990802,2990802,765097033535684_5344672162244792,2022-03-03 02:19:37,photo,,https://www.give.novaukraine.org/,www.give.novaukraine.org,novaukraine
3026781,3026781,3026781,765097033535684_5345099045535437,2022-03-03 06:05:20,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5345099022202106/?type=3,www.facebook.com,facebook
3040040,3040040,3040040,765097033535684_5345184418860233,2022-03-03 06:54:05,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5345184398860235/?type=3,www.facebook.com,facebook
3198887,3198887,3198887,153599781820883_1291318061382377,2022-03-03 13:33:58,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5344404662271542/?type=3,www.facebook.com,facebook
3357601,3357601,3357601,168239309871196_5523227157705691,2022-03-03 22:38:45,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5345184398860235/?type=3,www.facebook.com,facebook
3391771,3391771,3391771,765097033535684_5347514801960528,2022-03-04 02:27:07,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5347514678627207/?type=3,www.facebook.com,facebook
3418509,3418509,3418509,765097033535684_5347921001919908,2022-03-04 05:34:40,photo,,https://www.give.novaukraine.org/,www.give.novaukraine.org,novaukraine
3453023,3453023,3453023,2411326728899584_5202407536458142,2022-03-04 08:00:32,photo,,http://novaukraine.org/donate/,novaukraine.org,novaukraine
3460430,3460430,3460430,765097033535684_5348243008554374,2022-03-04 08:22:18,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5348242981887710/?type=3,www.facebook.com,facebook
3461963,3461963,3461963,765097033535684_5348252235220118,2022-03-04 08:26:57,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5348252185220123/?type=3,www.facebook.com,facebook
3613468,3613468,3613468,2786613362424741741_1991646295,2022-03-04 16:10:20,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
3633433,3633433,3633433,173861422692812_4910762015669372,2022-03-04 17:00:03,status,,https://novaukraine.org/,novaukraine.org,novaukraine
3635614,3635614,3635614,150725791748540_2198431723644593,2022-03-04 17:04:08,native_video,,https://novaukraine.org/,novaukraine.org,novaukraine
3718818,3718818,3718818,765097033535684_5349989931713015,2022-03-04 22:04:49,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5349989885046353/?type=3,www.facebook.com,facebook
3725450,3725450,3725450,765097033535684_5350042128374462,2022-03-04 22:33:25,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5350042108374464/?type=3,www.facebook.com,facebook
3728362,3728362,3728362,765097033535684_5350070298371645,2022-03-04 22:48:32,native_video,,https://www.facebook.com/novaukraine.org/videos/333525908715298/,www.facebook.com,facebook
3736166,3736166,3736166,765097033535684_5352925944752747,2022-03-06 00:07:02,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
3744101,3744101,3744101,765097033535684_5353084428070232,2022-03-06 01:06:12,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5353084381403570/?type=3,www.facebook.com,facebook
3759014,3759014,3759014,236437503229845_1703269276546653,2022-03-06 03:03:45,link,Nova Ukraine,https://l.facebook.com/l.php?u=https%3A%2F%2Fnovaukraine.org%2F%3Ffbclid%3DIwAR0CWYzuSk07P4SO7Frj3_QBeMN7gRY7u85ItvNLhLDUe8780UaAqjHTvZY&h=AT1SHmk4gKrlqF02MrjG9Xt6wlmuFoXAGnh0iV1e6w2_uVacnXe25rZInn1SfjCHbMz1EU8tcHJntaoMEsZcQuC6RpmYSA4pJ3i43tLIseWp7NWZB2omwCVuPnhBwx4Luv-Y-OHXrYc,l.facebook.com,facebook
3760494,3760494,3760494,765097033535684_5353347081377300,2022-03-06 03:16:35,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5353347038043971/?type=3,www.facebook.com,facebook
3763890,3763890,3763890,317638998349516_4760336907413014,2022-03-06 03:46:11,link,Benefit concert for Humanitarian Aid for Ukraine,https://novaukraine.org/,novaukraine.org,novaukraine
3779850,3779850,3779850,69141925912_10158484052555913,2022-03-06 05:45:03,link,Benefit concert for Humanitarian Aid for Ukraine,https://novaukraine.org/,novaukraine.org,novaukraine
3785140,3785140,3785140,765097033535684_5353699704675371,2022-03-06 06:15:36,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5353699671342041/?type=3,www.facebook.com,facebook
3789226,3789226,3789226,765097033535684_5353740754671266,2022-03-06 06:37:44,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5353740728004602/?type=3,www.facebook.com,facebook
3937150,3937150,3937150,765097033535684_5355126621199346,2022-03-06 18:04:21,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5355126414532700/?type=3,www.facebook.com,facebook
3944024,3944024,3944024,765097033535684_5355176827860992,2022-03-06 18:28:08,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5355176794527662/?type=3,www.facebook.com,facebook
3953722,3953722,3953722,765097033535684_5355241021187906,2022-03-06 19:00:08,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5355241004521241/?type=3,www.facebook.com,facebook
4007470,4007470,4007470,2788283908968670663_1207523990,2022-03-06 23:29:41,video,,https://novaukraine.org/,novaukraine.org,novaukraine
4038429,4038429,4038429,413869395297160_5605310319486349,2022-03-07 06:17:14,link,Benefit concert for Humanitarian Aid for Ukraine,https://novaukraine.org/,novaukraine.org,novaukraine
4140498,4140498,4140498,613421132073443_4925342570881256,2022-03-07 17:04:07,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
4208616,4208616,4208616,190838457608566_7986369554722045,2022-03-07 23:12:47,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
4230074,4230074,4230074,765097033535684_5358698464175495,2022-03-08 02:09:47,link,Benefit concert for Humanitarian Aid for Ukraine,https://novaukraine.org/,novaukraine.org,novaukraine
4231363,4231363,4231363,765097033535684_5358723127506362,2022-03-08 02:21:41,photo,,https://www.facebook.com/novaukraine.org/photos/a.765106103534777/5358705917508083/?type=3,www.facebook.com,facebook
4238939,4238939,4238939,765097033535684_5358843894160952,2022-03-08 03:21:21,photo,,https://www.facebook.com/novaukraine.org/photos/a.765106103534777/5358805577498117/?type=3,www.facebook.com,facebook
4239684,4239684,4239684,765097033535684_5358857967492878,2022-03-08 03:27:32,photo,,https://www.give.novaukraine.org/,www.give.novaukraine.org,novaukraine
4242764,4242764,4242764,412476955479953_5150155535045381,2022-03-08 03:51:37,link,Benefit concert for Humanitarian Aid for Ukraine,https://novaukraine.org/,novaukraine.org,novaukraine
4244610,4244610,4244610,765097033535684_5358929320819076,2022-03-08 04:03:45,photo,,https://www.facebook.com/novaukraine.org/photos/a.5340735759305099/5358929224152419/?type=3,www.facebook.com,facebook
4260230,4260230,4260230,217009498705938_1219980521742159,2022-03-08 05:48:44,link,Benefit concert for Humanitarian Aid for Ukraine,https://novaukraine.org/,novaukraine.org,novaukraine
4262081,4262081,4262081,100044182281826_506739590808779,2022-03-08 06:00:02,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
4270520,4270520,4270520,1511643092415061_3129921883920499,2022-03-08 06:42:01,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
4285610,4285610,4285610,100063735939155_361712795963249,2022-03-08 07:44:55,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
4289554,4289554,4289554,100057728752580_415519900382298,2022-03-08 08:00:20,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
4343430,4343430,4343430,100064388331752_327357219420553,2022-03-08 11:10:47,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
4372390,4372390,4372390,100064606573024_329676962529187,2022-03-08 13:45:07,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
4429193,4429193,4429193,236437503229845_1705028289704085,2022-03-08 17:55:44,link,Donate to Nova Ukraine | Nova Ukraine,https://novaukraine.org/donate/,novaukraine.org,novaukraine
4435091,4435091,4435091,765097033535684_5360582807320394,2022-03-08 18:13:26,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5360582333987108/?type=3,www.facebook.com,facebook
4476655,4476655,4476655,765097033535684_5360977373947604,2022-03-08 21:43:07,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5360977173947624/?type=3,www.facebook.com,facebook
4481848,4481848,4481848,765097033535684_5361017167276958,2022-03-08 22:05:55,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5361016700610338/?type=3,www.facebook.com,facebook
4486625,4486625,4486625,765097033535684_5361059027272772,2022-03-08 22:30:17,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5361058807272794/?type=3,www.facebook.com,facebook
4506743,4506743,4506743,765097033535684_5361597080552300,2022-03-09 03:22:36,photo,,https://www.facebook.com/novaukraine.org/photos/a.765106103534777/5361579327220742/?type=3,www.facebook.com,facebook
4536476,4536476,4536476,592010700854379_4957752760946796,2022-03-09 06:41:39,link,Benefit concert for Humanitarian Aid for Ukraine,https://novaukraine.org/,novaukraine.org,novaukraine
4538772,4538772,4538772,280427049038487_1426014457813068,2022-03-09 06:53:00,link,Benefit concert for Humanitarian Aid for Ukraine,https://novaukraine.org/,novaukraine.org,novaukraine
4571109,4571109,4571109,792853717457711_4872014199541622,2022-03-09 10:04:20,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
4604468,4604468,4604468,91627082669_10159065305937670,2022-03-09 12:00:01,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
4631801,4631801,4631801,16918369546_10159756416164547,2022-03-09 14:00:06,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5353084381403570/?type=3,www.facebook.com,facebook
4671438,4671438,4671438,55649664107_10160214173254108,2022-03-09 17:07:08,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
4682498,4682498,4682498,826908374477912_1336457946856283,2022-03-09 17:43:47,photo,,http://NovaUkraine.org.,NovaUkraine.org.,NovaUkraine
4688242,4688242,4688242,432814493431469_5018666414846231,2022-03-09 18:33:03,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
4732220,4732220,4732220,147721898580885_5224232070929817,2022-03-09 22:06:11,photo,,https://www.give.novaukraine.org/,www.give.novaukraine.org,novaukraine
4733941,4733941,4733941,765097033535684_5363776830334325,2022-03-09 22:15:52,photo,,https://www.facebook.com/novaukraine.org/photos/a.765106103534777/5363775473667794/?type=3,www.facebook.com,facebook
4743318,4743318,4743318,100067532979160_283431523917945,2022-03-09 23:12:18,photo,,https://www.facebook.com/novaukraine.org/photos/a.765106103534777/5363775473667794/?type=3,www.facebook.com,facebook
4743598,4743598,4743598,101211345066080_490662636120947,2022-03-09 23:14:26,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
4761610,4761610,4761610,765097033535684_5364144493630892,2022-03-10 01:41:55,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5364144246964250/?type=3,www.facebook.com,facebook
4773274,4773274,4773274,765097033535684_5364359646942710,2022-03-10 03:29:29,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5364359296942745/?type=3,www.facebook.com,facebook
4859524,4859524,4859524,359239079146101_371044964632179,2022-03-10 11:08:53,link,Donate to Nova Ukraine | Nova Ukraine,https://novaukraine.org/donate/,novaukraine.org,novaukraine
4982880,4982880,4982880,765097033535684_5366126693432672,2022-03-10 18:11:51,link,www.give.novaukraine.org:=:https://www.give.novaukraine.org/,https://www.give.novaukraine.org/,www.give.novaukraine.org,novaukraine
4997441,4997441,4997441,592010700854379_4961933520528720,2022-03-10 19:04:35,link,Benefit concert for Humanitarian Aid for Ukraine,https://novaukraine.org/,novaukraine.org,novaukraine
5030338,5030338,5030338,144961655530021_8047178511974923,2022-03-10 21:19:18,link,Benefit concert for Humanitarian Aid for Ukraine,https://novaukraine.org/,novaukraine.org,novaukraine
5034299,5034299,5034299,765097033535684_5366522666726408,2022-03-10 21:38:26,photo,,https://www.facebook.com/novaukraine.org/photos/a.765106103534777/5366521890059819/?type=3,www.facebook.com,facebook
5043661,5043661,5043661,2042418965988830_3225521437678571,2022-03-10 22:30:23,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
5060782,5060782,5060782,1572339546252273_2180966308722924,2022-03-11 00:40:45,link,Home | Nova Ukraine,https://novaukraine.org,novaukraine.org,novaukraine
5105271,5105271,5105271,2411326728899584_5221577654541130,2022-03-11 08:00:12,photo,,http://novaukraine.org/donate,novaukraine.org,novaukraine
5321453,5321453,5321453,765097033535684_5369497249762283,2022-03-11 23:20:29,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5369496876428987/?type=3,www.facebook.com,facebook
5334310,5334310,5334310,143974582279843_5621029521240961,2022-03-12 02:46:30,photo,,http://novaukraine.org/),novaukraine.org,novaukraine
5338535,5338535,5338535,592010700854379_4965684180153654,2022-03-12 04:12:44,link,Benefit concert for Humanitarian Aid for Ukraine,https://novaukraine.org/,novaukraine.org,novaukraine
5411840,5411840,5411840,610492572632275_1665767857104736,2022-03-12 20:04:25,link,Benefit concert for Humanitarian Aid for Ukraine,https://novaukraine.org/,novaukraine.org,novaukraine
5438193,5438193,5438193,2426856640870554_3147753532114191,2022-03-13 02:40:47,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5353084381403570/?type=3,www.facebook.com,facebook
5572136,5572136,5572136,1441022349442536_3271515599726526,2022-03-14 03:33:50,link,Benefit concert for Humanitarian Aid for Ukraine,https://novaukraine.org/,novaukraine.org,novaukraine
5604638,5604638,5604638,2445149202283866_2476116479187138,2022-03-14 08:59:30,link,Give To Ukraine: Donate Now | Give Nova Ukraine,https://www.give.novaukraine.org/,www.give.novaukraine.org,novaukraine
5615738,5615738,5615738,2051551465116855_3167328976872426,2022-03-14 09:45:35,photo,,https://www.facebook.com/novaukraine.org/photos/p.5369611636417511/5369611636417511/?type=3,www.facebook.com,facebook
5615789,5615789,5615789,200381493323172_5569487873079147,2022-03-14 09:45:48,photo,,https://www.facebook.com/novaukraine.org/photos/p.5369611636417511/5369611636417511/?type=3,www.facebook.com,facebook
5615918,5615918,5615918,352998391935559_1112075466027844,2022-03-14 09:46:19,photo,,https://www.facebook.com/novaukraine.org/photos/p.5369611636417511/5369611636417511/?type=3,www.facebook.com,facebook
5717674,5717674,5717674,79612600203_10166060239760204,2022-03-14 16:48:51,photo,,https://novaukraine.org/.,novaukraine.org,novaukraine
5729184,5729184,5729184,1897320267211211_3187025501574008,2022-03-14 17:31:08,link,Benefit Show for Ukraine,https://novaukraine.org/donate/,novaukraine.org,novaukraine
5732591,5732591,5732591,765097033535684_5377043729007635,2022-03-14 17:46:05,link,Give To Ukraine: Donate Now | Give Nova Ukraine,https://www.give.novaukraine.org/,www.give.novaukraine.org,novaukraine
5739613,5739613,5739613,1048050705529937_1606922759642726,2022-03-14 18:12:56,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5374672769244731/?type=3,www.facebook.com,facebook
5739632,5739632,5739632,787428438400374_1298363800640166,2022-03-14 18:13:01,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5374672769244731/?type=3,www.facebook.com,facebook
5766895,5766895,5766895,1767496696856330_3134002153539104,2022-03-14 20:03:13,link,Benefit Show for Ukraine,https://novaukraine.org/donate/,novaukraine.org,novaukraine
5825412,5825412,5825412,171020735816_10158593314585817,2022-03-15 05:41:54,native_video,,https://novaukraine.org/,novaukraine.org,novaukraine
5835273,5835273,5835273,45528018898_10160101153633899,2022-03-15 06:42:17,native_video,,https://novaukraine.org/,novaukraine.org,novaukraine
5835324,5835324,5835324,1883211201905753_3501784706715053,2022-03-15 06:42:36,native_video,,https://novaukraine.org/,novaukraine.org,novaukraine
5835332,5835332,5835332,67376349889_10159607601149890,2022-03-15 06:42:39,native_video,,https://novaukraine.org/,novaukraine.org,novaukraine
5835817,5835817,5835817,114997475178630_5283611084983884,2022-03-15 06:45:20,native_video,,https://novaukraine.org/,novaukraine.org,novaukraine
5835840,5835840,5835840,175361102640092_2203022513207264,2022-03-15 06:45:30,native_video,,https://novaukraine.org/,novaukraine.org,novaukraine
5835917,5835917,5835917,363514379528_10160180740564529,2022-03-15 06:46:01,native_video,,https://novaukraine.org/,novaukraine.org,novaukraine
5849207,5849207,5849207,1052428521819382_1494265587635671,2022-03-15 07:51:54,native_video,,https://novaukraine.org/,novaukraine.org,novaukraine
5863802,5863802,5863802,301024073262911_5242229635808972,2022-03-15 08:54:02,native_video,,https://novaukraine.org/,novaukraine.org,novaukraine
5907612,5907612,5907612,2794456267102841050_289182047,2022-03-15 11:52:48,photo,,http://NovaUkraine.org,NovaUkraine.org,NovaUkraine
6046919,6046919,6046919,765097033535684_5380561535322521,2022-03-15 23:51:50,native_video,,https://novaukraine.org/,novaukraine.org,novaukraine
6074511,6074511,6074511,765097033535684_5381062488605759,2022-03-16 04:28:07,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5381062301939111/?type=3,www.facebook.com,facebook
6074655,6074655,6074655,486907564846909_1811738742363778,2022-03-16 04:29:25,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5374672769244731/?type=3,www.facebook.com,facebook
6117390,6117390,6117390,100063581500311_376519227810791,2022-03-16 08:40:46,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5374672769244731/?type=3,www.facebook.com,facebook
6130705,6130705,6130705,475997967568733_488271076341422,2022-03-16 10:56:47,link,Give To Ukraine: Donate Now | Give Nova Ukraine,https://www.give.novaukraine.org/,www.give.novaukraine.org,novaukraine
6208545,6208545,6208545,100063850834477_364472779024414,2022-03-16 16:59:33,photo,,https://novaukraine.org/donate/,novaukraine.org,novaukraine
6248729,6248729,6248729,765097033535684_5382881931757148,2022-03-16 19:25:13,photo,,https://www.give.novaukraine.org/,www.give.novaukraine.org,novaukraine
6250342,6250342,6250342,307729789310257_4925228077560382,2022-03-16 19:31:10,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5374672769244731/?type=3,www.facebook.com,facebook
6293118,6293118,6293118,397815973573195_5225361644151913,2022-03-16 23:30:01,photo,,https://novaukraine.org/),novaukraine.org,novaukraine
6331923,6331923,6331923,565315117573722_1168906870547874,2022-03-17 08:29:52,photo,,https://www.facebook.com/novaukraine.org/photos/p.5381301498581858/5381301498581858/?type=3,www.facebook.com,facebook
6411184,6411184,6411184,765097033535684_5385254828186525,2022-03-17 15:44:00,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5385254474853227/?type=3,www.facebook.com,facebook
6555119,6555119,6555119,565315117573722_1169658763806018,2022-03-18 10:30:03,photo,,https://www.facebook.com/novaukraine.org/photos/p.5369613443083997/5369613443083997/?type=3,www.facebook.com,facebook
6653321,6653321,6653321,100057959836799_390650932876898,2022-03-18 18:27:32,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
6659945,6659945,6659945,421311474630570_5123533114408359,2022-03-18 18:58:26,link,Bay Area Ukrainians use their direct pipeline to aid home country – J.,https://novaukraine.org/,novaukraine.org,novaukraine
6723399,6723399,6723399,2160199410943243_2955581198071723,2022-03-19 08:21:04,photo,,https://www.facebook.com/novaukraine.org/photos/p.5369613443083997/5369613443083997/?type=3,www.facebook.com,facebook
6804274,6804274,6804274,100058059640355_374396371172348,2022-03-19 17:05:14,link,Home | Nova Ukraine,https://novaukraine.org/,novaukraine.org,novaukraine
6817936,6817936,6817936,765097033535684_5391128970932444,2022-03-19 19:07:21,native_video,,https://www.facebook.com/novaukraine.org/videos/5073703259385432/,www.facebook.com,facebook
7025054,7025054,7025054,2798532581424722874_44579511714,2022-03-21 02:51:42,album,,https://novaukraine.org/,novaukraine.org,novaukraine
7048638,7048638,7048638,928808390571608_4854254874693587,2022-03-21 07:51:38,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5382484651796876/?type=3,www.facebook.com,facebook
7048656,7048656,7048656,780318195409106_5048218428619040,2022-03-21 07:51:47,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5382484651796876/?type=3,www.facebook.com,facebook
7091828,7091828,7091828,574711725911611_4795674853815256,2022-03-21 13:02:13,photo,,https://novaukraine.org/,novaukraine.org,novaukraine
7101890,7101890,7101890,780318195409106_5049052108535672,2022-03-21 15:13:12,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5382484651796876/?type=3,www.facebook.com,facebook
7180519,7180519,7180519,184858551561990_5419424464772013,2022-03-22 08:27:03,link,Apply for Short Term Housing with Airbnb.org | Nova Ukraine,https://novaukraine.org/airbnb/,novaukraine.org,novaukraine
7190318,7190318,7190318,212819205870963_1338260109993528,2022-03-22 09:18:51,photo,,https://www.facebook.com/novaukraine.org/photos/a.799896003389120/5386016684777006/?type=3,www.facebook.com,facebook
