,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
5979970,5979970,5979970,2794602667438876606_18918467,2022-03-15 16:48:47,video,,airbnb.org/help-ukraine,,airbnb
5987189,5987189,5987189,26012002239_10160505950987240,2022-03-15 17:45:08,native_video,,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
5987626,5987626,5987626,615817501951703_1814620182071423,2022-03-15 17:46:41,native_video,,airbnb.org/help-ukraine,,airbnb
5988928,5988928,5988928,910591176208065_1027406144526567,2022-03-15 17:51:55,native_video,,airbnb.org/help-ukraine,,airbnb
5990876,5990876,5990876,717279695032405_5076668702426794,2022-03-15 17:59:26,native_video,,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
5994064,5994064,5994064,274338456292509_1577567699302905,2022-03-15 18:08:06,link,Airbnb.org - Host people fleeing Ukraine,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
6007451,6007451,6007451,414110078730897_2437920229683195,2022-03-15 18:58:26,native_video,,airbnb.org/help-ukraine,,airbnb
6056490,6056490,6056490,945297318894063_4967055403384881,2022-03-16 01:20:16,native_video,,airbnb.org/help-ukraine,,airbnb
6057542,6057542,6057542,357897334784509_1124172114823690,2022-03-16 01:30:41,native_video,,airbnb.org/help-ukraine,,airbnb
6094373,6094373,6094373,100046649903344_495035992061393,2022-03-16 06:54:45,native_video,,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
6124219,6124219,6124219,175340419151679_5204720569546947,2022-03-16 10:29:44,photo,,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
6288814,6288814,6288814,92903562457_10160011771427458,2022-03-16 22:55:03,link,Airbnb.org - Host people fleeing Ukraine,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
6434341,6434341,6434341,70768755929_10159668584080930,2022-03-17 17:53:58,native_video,,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
6553673,6553673,6553673,653575199186661_666768514533996,2022-03-18 10:23:57,status,,https://www.airbnb.org/help-ukraine?locale=en&_ga=2.144715187.646658639.1647551963-1516510895.1623822942,www.airbnb.org,airbnb
7021076,7021076,7021076,1727412017312013_4821363231250194,2022-03-21 01:41:09,link,"Help 8 Families Escape War or survive in Ukraine!, organized by Olena Bogdanovych",https://www.airbnb.org/help-ukraine?locale=en-CA&_ga=2.41228583.441272210.1647824382-926010506.1647824381,www.airbnb.org,airbnb
7700370,7700370,7700370,318933669822295_496637552051905,2022-03-24 19:12:30,link,Save the Children Sweden partners with Airbnb.org to provide free housing to refugees fleeing Ukraine,Airbnb.org/ASafeStart,,Airbnb
7773369,7773369,7773369,1416243195299646_3104368383153777,2022-03-25 07:34:21,link,This is a re-share of a post,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
7773387,7773387,7773387,574818162589431_7096286647109184,2022-03-25 07:34:30,link,This is a re-share of a post,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
7773396,7773396,7773396,377188279143910_1897354943793895,2022-03-25 07:34:39,link,This is a re-share of a post,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
7773422,7773422,7773422,369726143170918_2699533893523453,2022-03-25 07:34:56,link,This is a re-share of a post,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
7773443,7773443,7773443,750620318314522_5047336098642901,2022-03-25 07:35:06,link,This is a re-share of a post,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
7773467,7773467,7773467,2258123607841957_3209933419327633,2022-03-25 07:35:17,link,This is a re-share of a post,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
7773513,7773513,7773513,1900283256718997_4964437036970255,2022-03-25 07:35:50,link,This is a re-share of a post,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
7773774,7773774,7773774,440033297331922_681069639894952,2022-03-25 07:38:14,link,This is a re-share of a post,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
7774192,7774192,7774192,179747325526370_2080977965403287,2022-03-25 07:41:50,link,This is a re-share of a post,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
7775464,7775464,7775464,766028850409661_1696082457404291,2022-03-25 07:53:04,link,This is a re-share of a post,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
7775536,7775536,7775536,330179663742183_4960985137328256,2022-03-25 07:53:43,link,This is a re-share of a post,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
7860922,7860922,7860922,92903562457_10160026757122458,2022-03-25 22:46:02,link,Airbnb.org - Host people fleeing Ukraine,https://www.airbnb.org/help-ukraine,www.airbnb.org,airbnb
7970083,7970083,7970083,482165886685736_498142761754715,2022-03-26 18:18:05,link,Airbnb.org,https://airbnb.org/,airbnb.org,airbnb
8015100,8015100,8015100,5376726809007244_5392422514104340,2022-03-27 00:51:18,link,Support for refugees fleeing Ukraine,https://airbnb.org/help-ukraine,airbnb.org,airbnb
8090737,8090737,8090737,3148765652075065_3170354966582800,2022-03-27 16:05:58,photo,,airbnb.org/help-ukraine,,airbnb
8096102,8096102,8096102,485314373128655_505753854418040,2022-03-27 17:32:28,link,Airbnb.org. Терміновий пошук житла для українців на короткий термін | Евакуація.City,https://evacuation.city/articles/201291/airbnb-org-terminovij-poshuk-zhitla-dlya-ukrainciv-na-korotkij-termin,evacuation.city,evacuation
8096620,8096620,8096620,354331781385627_2281509055334547,2022-03-27 17:35:31,link,Airbnb.org. Терміновий пошук житла для українців на короткий термін | Евакуація.City,https://evacuation.city/articles/201291/airbnb-org-terminovij-poshuk-zhitla-dlya-ukrainciv-na-korotkij-termin,evacuation.city,evacuation
8520063,8520063,8520063,318933669822295_500397261675934,2022-03-30 16:56:55,link,Update on Airbnb.org's work to support refugees fleeing Ukraine,https://news.airbnb.com/an-update-on-airbnb-orgs-work-to-support-refugees-fleeing-ukraine/,news.airbnb.com,airbnb
10072792,10072792,10072792,1406937406283641_2995407230769976,2022-04-12 12:37:35,photo,,https://ru.airbnb.org/,ru.airbnb.org,airbnb
10083065,10083065,10083065,309657765871225_1730735517096769,2022-04-12 15:39:02,photo,,https://ru.airbnb.org/,ru.airbnb.org,airbnb
10083091,10083091,10083091,616686301802448_2388312407973153,2022-04-12 15:39:16,photo,,https://ru.airbnb.org/,ru.airbnb.org,airbnb
10083127,10083127,10083127,870901853004924_4913208995440836,2022-04-12 15:39:44,photo,,https://ru.airbnb.org/,ru.airbnb.org,airbnb
10083207,10083207,10083207,254028528099442_2185727281596214,2022-04-12 15:40:36,photo,,https://ru.airbnb.org/,ru.airbnb.org,airbnb
10464237,10464237,10464237,121586857956272_5045319262249649,2022-04-15 21:28:28,link,"Airbnb.org надає тимчасове житло для пацієнтів з рідкісними захворюваннями, які залишають Україну",https://itta.info/airbnb-org-nadaye-timchasove-zhitlo-dlya-paciyentiv-z-ridkisnimi-zaxvoryuvannyami-yaki-zalishayut-ukra%d1%97nu/,itta.info,itta
10466259,10466259,10466259,1773564529437716_4756285964498876,2022-04-15 22:02:17,link,"Airbnb.org надає тимчасове житло для пацієнтів з рідкісними захворюваннями, які залишають Україну | Громадський Простір",https://www.prostir.ua/?news=airbnb-org-nadaje-tymchasove-zhytlo-dlya-patsijentiv-z-ridkisnymy-zahvoryuvannyamy-yaki-zalyshayut-ukrajinu,www.prostir.ua,prostir
10895929,10895929,10895929,121467614542628_5183632314992774,2022-04-19 23:13:03,link,Airbnb.org - Host people fleeing Ukraine,https://www.airbnb.org/help-ukraine?s=04,www.airbnb.org,airbnb
11475012,11475012,11475012,1072535446289371_1853751558167752,2022-04-26 06:12:14,photo,,https://shorttermrentalz.com/news/airbnb-org-partnerships-refugees-ukraine/,shorttermrentalz.com,shorttermrentalz
11718811,11718811,11718811,323506526414117_357038246394278,2022-04-28 13:13:23,link,Airbnb.org announces partnerships to house 100k Ukrainian refugees,https://www.google.com/url?rct=j&sa=t&url=https%3A%2F%2Fshorttermrentalz.com%2Fnews%2Fairbnb-org-partnerships-refugees-ukraine%2F&ct=ga&cd=CAEYACoTMjc4OTA0OTEzNjc5MzY5NTY4OTIcYzQ0ZDA3MmY1OWZlZjVmZjpjb206ZW46VVM6TA&usg=AOvVaw3JqcX4aQTgoj4IF-28K35S,www.google.com,google
