,Unnamed: 0.1,Unnamed: 0,platformId,date,type,title,expandedLink,domain,domain2
3169268,3169268,3169268,439059396119012_5334556093235960,2022-03-03 12:27:22,link,"International Medical Corps: First there, no matter where",https://internationalmedicalcorps.org/,internationalmedicalcorps.org,internationalmedicalcorps
3286654,3286654,3286654,142957224352_10158802181524353,2022-03-03 18:03:57,link,This is a re-share of a post,https://internationalmedicalcorps.org/emergency-response/war-in-ukraine/,internationalmedicalcorps.org,internationalmedicalcorps
3298330,3298330,3298330,100064171446766_321626773319702,2022-03-03 18:30:23,photo,,https://give.internationalmedicalcorps.org/page/99837/donate/1?locale=en-US,give.internationalmedicalcorps.org,internationalmedicalcorps
3306219,3306219,3306219,100028607693287_636128397350744,2022-03-03 18:49:47,youtube,Prayer of Hope,https://give.internationalmedicalcorps.org/page/99837/donate/1?locale=en-US,give.internationalmedicalcorps.org,internationalmedicalcorps
3613934,3613934,3613934,1493326277637571_2805759269727592,2022-03-04 16:11:32,link,This is a re-share of a post,https://give.internationalmedicalcorps.org/page/99837/donate/1?ea.tracking.id=PM%7EUA22%7EPMFBU2202,give.internationalmedicalcorps.org,internationalmedicalcorps
3630684,3630684,3630684,359118103540_10160172624263541,2022-03-04 16:54:06,photo,,https://internationalmedicalcorps.org/,internationalmedicalcorps.org,internationalmedicalcorps
3635518,3635518,3635518,205425239828_10161650666959829,2022-03-04 17:03:53,photo,,https://internationalmedicalcorps.org/,internationalmedicalcorps.org,internationalmedicalcorps
3771369,3771369,3771369,2787718109307738637_5703251350,2022-03-06 04:45:16,photo,,https://give.internationalmedicalcorps.org/page/99837/donate/1,give.internationalmedicalcorps.org,internationalmedicalcorps
4364051,4364051,4364051,577470672377477_3647203495404164,2022-03-08 13:17:37,photo,,https://internationalmedicalcorps.org/,internationalmedicalcorps.org,internationalmedicalcorps
4364427,4364427,4364427,934458176570124_5730880446927849,2022-03-08 13:18:54,native_video,,https://internationalmedicalcorps.org.uk/join-our-movement,internationalmedicalcorps.org.uk,internationalmedicalcorps
4405410,4405410,4405410,142957224352_10158809393579353,2022-03-08 16:18:16,native_video,,https://internationalmedicalcorps.org/email-sign-up-disaster/,internationalmedicalcorps.org,internationalmedicalcorps
4998897,4998897,4998897,100064171446766_325984739550572,2022-03-10 19:10:43,photo,,https://give.internationalmedicalcorps.org/page/99837/donate/1?locale=en-US,give.internationalmedicalcorps.org,internationalmedicalcorps
5177961,5177961,5177961,142957224352_10158813429554353,2022-03-11 13:30:01,photo,,https://internationalmedicalcorps.org/emergency-response/war-in-ukraine/,internationalmedicalcorps.org,internationalmedicalcorps
5637371,5637371,5637371,142957224352_10158817919129353,2022-03-14 11:49:02,link,Fleeing Violence in Ukraine,https://internationalmedicalcorps.org/story/fleeing-violence/,internationalmedicalcorps.org,internationalmedicalcorps
5915544,5915544,5915544,934458176570124_5750728448276382,2022-03-15 12:57:18,photo,,https://internationalmedicalcorps.org.uk/war-in-ukraine?utm_source=imc&utm_medium=facebook,internationalmedicalcorps.org.uk,internationalmedicalcorps
6224044,6224044,6224044,934458176570124_5754274107921816,2022-03-16 17:51:45,photo,,https://internationalmedicalcorps.org.uk/war-in-ukraine,internationalmedicalcorps.org.uk,internationalmedicalcorps
6941303,6941303,6941303,142957224352_10158827390644353,2022-03-20 14:32:01,photo,,https://give.internationalmedicalcorps.org/page/99837/donate/1?locale=en-US,give.internationalmedicalcorps.org,internationalmedicalcorps
7111665,7111665,7111665,100036536830374_646167886611100,2022-03-21 17:20:48,photo,,https://internationalmedicalcorps.org/emergency-response/war-in-ukraine/,internationalmedicalcorps.org,internationalmedicalcorps
7317596,7317596,7317596,41761697178_10159809234877179,2022-03-22 21:36:58,photo,,https://internationalmedicalcorps.org/,internationalmedicalcorps.org,internationalmedicalcorps
7341608,7341608,7341608,1040577706078198_2486163901519564,2022-03-23 05:53:41,photo,,https://give.internationalmedicalcorps.org/page/99837/donate/1?locale=en-US,give.internationalmedicalcorps.org,internationalmedicalcorps
7674661,7674661,7674661,142957224352_10158833808169353,2022-03-24 17:22:05,photo,,https://give.internationalmedicalcorps.org/page/99837/donate/1?locale=en-US,give.internationalmedicalcorps.org,internationalmedicalcorps
8280249,8280249,8280249,934458176570124_5788987221117171,2022-03-29 08:22:01,photo,,https://internationalmedicalcorps.org.uk/war-in-ukraine,internationalmedicalcorps.org.uk,internationalmedicalcorps
8334902,8334902,8334902,934458176570124_5789827311033162,2022-03-29 15:06:01,link,Ukraine: Premature babies struggling for life in bombed cities,https://internationalmedicalcorps.org.uk/war-in-ukraine,internationalmedicalcorps.org.uk,internationalmedicalcorps
8442896,8442896,8442896,934458176570124_5791780874171139,2022-03-30 08:18:22,photo,,https://internationalmedicalcorps.org.uk/war-in-ukraine,internationalmedicalcorps.org.uk,internationalmedicalcorps
8482700,8482700,8482700,1052149408270077_2215637325254607,2022-03-30 13:18:23,link,War in Ukraine,https://internationalmedicalcorps.org/emergency-response/war-in-ukraine/,internationalmedicalcorps.org,internationalmedicalcorps
8483066,8483066,8483066,1052149408270077_2215639318587741,2022-03-30 13:20:22,link,War in Ukraine,https://l.facebook.com/l.php?u=https%3A%2F%2Finternationalmedicalcorps.org%2Femergency-response%2Fwar-in-ukraine%2F%3Ffbclid%3DIwAR3Y_RYHwmOQvlQBm7-BCj0Vv2k1H97RN1A0kAY7Z02SJ7GvuQT34aaRBpM&h=AT0isJCcL2eA5P9AUuO8Zc3DniJEhRzz_xrc83yfkLGYgwgjqvMfb_4PEXF8lw0uxKa5WpzPBnLP7rIpOiHlZnnKduNPrY2xZ34H89gbzFOM1i2R6d2FWDPXlH4P4VDa45HBDh0NwNKA-ujPttSt9tk&__tn__=-U-UK-R&c,l.facebook.com,facebook
8483295,8483295,8483295,1092741914415211_1574488846240513,2022-03-30 13:21:54,link,War in Ukraine,https://l.facebook.com/l.php?u=https%3A%2F%2Finternationalmedicalcorps.org%2Femergency-response%2Fwar-in-ukraine%2F%3Ffbclid%3DIwAR3Y_RYHwmOQvlQBm7-BCj0Vv2k1H97RN1A0kAY7Z02SJ7GvuQT34aaRBpM&h=AT0isJCcL2eA5P9AUuO8Zc3DniJEhRzz_xrc83yfkLGYgwgjqvMfb_4PEXF8lw0uxKa5WpzPBnLP7rIpOiHlZnnKduNPrY2xZ34H89gbzFOM1i2R6d2FWDPXlH4P4VDa45HBDh0NwNKA-ujPttSt9tk&__tn__=-U-UK-R&c,l.facebook.com,facebook
8773562,8773562,8773562,288231834624369_4991417200972452,2022-04-01 13:43:51,photo,,https://internationalmedicalcorps.org/,internationalmedicalcorps.org,internationalmedicalcorps
8902380,8902380,8902380,142957224352_10158847219199353,2022-04-02 16:44:18,native_video,,https://internationalmedicalcorps.org/emergency-response/war-in-ukraine/,internationalmedicalcorps.org,internationalmedicalcorps
9114710,9114710,9114710,1787892498127798_3014764672107235,2022-04-04 11:32:42,video,,here:https://give.internationalmedicalcorps.org/page/99837/donate/1,,
9224893,9224893,9224893,546658495451796_4984923068291961,2022-04-05 07:51:00,link,Journalist Scott Pelley reports on International Medical Corps’ emergency response to the war in Ukraine.,https://internationalmedicalcorps.org/emergency-response/war-in-ukraine/,internationalmedicalcorps.org,internationalmedicalcorps
9369592,9369592,9369592,1607024616218076_3059726540947869,2022-04-06 21:00:04,photo,,https://internationalmedicalcorps.org/country/ukraine/,internationalmedicalcorps.org,internationalmedicalcorps
9381240,9381240,9381240,704519759597555_4828443047205185,2022-04-07 00:48:49,native_video,,https://internationalmedicalcorps.org/video/60-minutes-goes-inside-ukraine-with-international-medical-corps/,internationalmedicalcorps.org,internationalmedicalcorps
9481080,9481080,9481080,288002904563615_5248131298550726,2022-04-07 17:07:05,link,Journalist Scott Pelley reports on International Medical Corps’ emergency response to the war in Ukraine.,https://internationalmedicalcorps.org/video/60-minutes-goes-inside-ukraine-with-international-medical-corps/,internationalmedicalcorps.org,internationalmedicalcorps
9484057,9484057,9484057,142957224352_10158854905349353,2022-04-07 17:26:01,photo,,https://internationalmedicalcorps.org/emergency-response/war-in-ukraine/,internationalmedicalcorps.org,internationalmedicalcorps
9724969,9724969,9724969,934458176570124_5820694521279774,2022-04-09 15:59:01,photo,,https://internationalmedicalcorps.org.uk/war-in-ukraine,internationalmedicalcorps.org.uk,internationalmedicalcorps
9730880,9730880,9730880,142957224352_10158857730489353,2022-04-09 16:41:01,photo,,https://internationalmedicalcorps.org/emergency-response/war-in-ukraine/,internationalmedicalcorps.org,internationalmedicalcorps
10104697,10104697,10104697,928037040636659_4994970093943313,2022-04-12 21:25:13,youtube,Chris Turner - Get Sendy (Instrumental) OFFICIAL STUDIO PERFORMANCE,here:https://give.internationalmedicalcorps.org/page/99837/donate/1,,
10197972,10197972,10197972,934458176570124_5831387190210507,2022-04-13 15:27:00,photo,,https://internationalmedicalcorps.org.uk/war-in-ukraine,internationalmedicalcorps.org.uk,internationalmedicalcorps
10552855,10552855,10552855,142957224352_10158867701604353,2022-04-16 16:57:07,photo,,https://internationalmedicalcorps.org/emergency-response/war-in-ukraine/,internationalmedicalcorps.org,internationalmedicalcorps
11504713,11504713,11504713,142957224352_10158883695134353,2022-04-26 11:29:07,photo,,https://internationalmedicalcorps.org/emergency-response/war-in-ukraine/,internationalmedicalcorps.org,internationalmedicalcorps
11629658,11629658,11629658,100064576364192_350990707063472,2022-04-27 18:29:12,photo,,https://internationalmedicalcorps.org.uk/war-ukraine,internationalmedicalcorps.org.uk,internationalmedicalcorps
