,Unnamed: 0.1,Unnamed: 0,tweetid,userid,screen_name,date,expandedLink,domain
19358853,19359227,19359227,1.5033943855049646e+18,41089557.0,fatbeehive,2022-03-14 15:35:27,https://www.actionagainsthunger.org.uk/dec-ukraine-humanitarian-appeal,www.actionagainsthunger.org.uk
19415112,19415487,19415487,1.503412999196971e+18,1479665604.0,AnnaRenfrew,2022-03-14 16:49:25,https://campaigns.actionagainsthunger.org.uk/page/100738/action/1,campaigns.actionagainsthunger.org.uk
19442536,19442911,19442911,1.5034219332364124e+18,26217850.0,AAH_UK,2022-03-14 17:24:55,https://www.actionagainsthunger.org.uk/press-releases/celebrity-chefs-raise-over-70000-for-the-decs-ukraine-humanitarian-appeal,www.actionagainsthunger.org.uk
20266605,20267006,20267006,1.5037067604351836e+18,1.1265365533737984e+18,SarahKosciukie1,2022-03-15 12:16:43,https://campaigns.actionagainsthunger.org.uk/page/100738/action/1,campaigns.actionagainsthunger.org.uk
20358483,20358884,20358884,1.5037356838188646e+18,9.108358550902088e+17,ClashChamps,2022-03-15 14:11:39,https://www.actionagainsthunger.org/story/crisis-update-conflict-ukraine,www.actionagainsthunger.org
20579639,20580042,20580042,1.5038105736325202e+18,1.466019894424744e+18,ricardoricacio,2022-03-15 19:09:14,https://www.actionagainsthunger.org.uk/press-releases/syria-11-year-anniversary-millions-face-record-levels-of-hunger,www.actionagainsthunger.org.uk
20725187,20725592,20725592,1.5038640519144899e+18,1095092144.0,judithescribano,2022-03-15 22:41:45,https://www.actionagainsthunger.org.uk/press-releases/syria-11-year-anniversary-millions-face-record-levels-of-hunger,www.actionagainsthunger.org.uk
21141285,21141699,21141699,1.504010457119613e+18,1949854220.0,JeanMichelGrand,2022-03-16 08:23:30,https://www.actionagainsthunger.org.uk/press-releases/syria-11-year-anniversary-millions-face-record-levels-of-hunger,www.actionagainsthunger.org.uk
21185134,21185548,21185548,1.5040240188983296e+18,89176234.0,Serbito,2022-03-16 09:17:24,https://www.actionagainsthunger.org.uk/press-releases/syria-11-year-anniversary-millions-face-record-levels-of-hunger,www.actionagainsthunger.org.uk
21299540,21299958,21299958,1.5040584789938504e+18,1.1265365533737984e+18,SarahKosciukie1,2022-03-16 11:34:20,https://www.actionagainsthunger.org.uk/press-releases/syria-11-year-anniversary-millions-face-record-levels-of-hunger,www.actionagainsthunger.org.uk
21299764,21300182,21300182,1.5040585527422976e+18,1.1265365533737984e+18,SarahKosciukie1,2022-03-16 11:34:37,https://www.actionagainsthunger.org.uk/press-releases/syria-11-year-anniversary-millions-face-record-levels-of-hunger,www.actionagainsthunger.org.uk
21313025,21313443,21313443,1.5040627551957893e+18,7.493357185944863e+17,annablack0134,2022-03-16 11:51:19,https://campaigns.actionagainsthunger.org.uk/page/100738/action/1,campaigns.actionagainsthunger.org.uk
21360258,21360676,21360676,1.5040776746664714e+18,1.1272648336222208e+18,BuntyLady,2022-03-16 12:50:36,https://campaigns.actionagainsthunger.org.uk/page/100738/action/1,campaigns.actionagainsthunger.org.uk
22493409,22493852,22493852,1.504452193700696e+18,2881034290.0,GNReport,2022-03-17 13:38:49,https://www.actionagainsthunger.org.uk/press-releases/syria-11-year-anniversary-millions-face-record-levels-of-hunger,www.actionagainsthunger.org.uk
23467175,23467641,23467641,1.504784914008453e+18,1479665604.0,AnnaRenfrew,2022-03-18 11:40:55,https://campaigns.actionagainsthunger.org.uk/page/100738/action/1,campaigns.actionagainsthunger.org.uk
25487878,25488384,25488384,1.505492946921177e+18,30428653.0,sallydburley,2022-03-20 10:34:23,https://campaigns.actionagainsthunger.org.uk/page/100738/action/1,campaigns.actionagainsthunger.org.uk
27524096,27524631,27524631,1.5062420175626117e+18,248738647.0,jchasedistill,2022-03-22 12:10:56,https://www.actionagainsthunger.org.uk/our-impact/stories/anas-story-escaping-the-conflict-in-ukraine,www.actionagainsthunger.org.uk
29876561,29877165,29877165,1.5070622422479544e+18,26217850.0,AAH_UK,2022-03-24 18:30:13,https://www.actionagainsthunger.org.uk/press-releases/ukraine-one-month-on-millions-flee-and-the-world-faces-a-global-hunger-crisis,www.actionagainsthunger.org.uk
29938485,29939089,29939089,1.5070820771743867e+18,1095092144.0,judithescribano,2022-03-24 19:49:02,https://www.actionagainsthunger.org.uk/press-releases/ukraine-one-month-on-millions-flee-and-the-world-faces-a-global-hunger-crisis,www.actionagainsthunger.org.uk
32704205,32704876,32704876,1.5081187028012728e+18,1095092144.0,judithescribano,2022-03-27 16:28:12,https://www.actionagainsthunger.org.uk/press-releases/ukraine-one-month-on-millions-flee-and-the-world-faces-a-global-hunger-crisis,www.actionagainsthunger.org.uk
32905121,32905794,32905794,1.5081950214382633e+18,849139429.0,KpmartinKaren,2022-03-27 21:31:28,https://www.actionagainsthunger.org.uk/our-impact/stories/how-were-helping-ukrainian-refugees-in-moldova,www.actionagainsthunger.org.uk
34462585,34463288,34463288,1.5088551686112748e+18,1.0799559460702618e+18,VictoriaSalte11,2022-03-29 17:14:40,https://campaigns.actionagainsthunger.org.uk/page/100738/action/1,campaigns.actionagainsthunger.org.uk
34510720,34511428,34511428,1.508872536632791e+18,533653287.0,Shona28589768,2022-03-29 18:23:40,https://campaigns.actionagainsthunger.org.uk/page/100738/action/1,campaigns.actionagainsthunger.org.uk
34525830,34526540,34526540,1.5088782274896732e+18,26217850.0,AAH_UK,2022-03-29 18:46:17,https://www.actionagainsthunger.org.uk/our-impact/stories/how-were-helping-ukrainian-refugees-in-moldova,www.actionagainsthunger.org.uk
34530830,34531540,34531540,1.5088800284943565e+18,1095092144.0,judithescribano,2022-03-29 18:53:27,https://www.actionagainsthunger.org.uk/our-impact/stories/how-were-helping-ukrainian-refugees-in-moldova,www.actionagainsthunger.org.uk
34935316,34936034,34936034,1.5090727746434662e+18,633823147.0,CharlesMetcalf4,2022-03-30 07:39:21,https://campaigns.actionagainsthunger.org.uk/page/100738/action/1,campaigns.actionagainsthunger.org.uk
35062650,35063376,35063376,1.5091268655917138e+18,30428653.0,sallydburley,2022-03-30 11:14:17,https://campaigns.actionagainsthunger.org.uk/page/100738/action/1,campaigns.actionagainsthunger.org.uk
35074544,35075271,35075271,1.509131150211625e+18,8.807135423658271e+17,Sutra309,2022-03-30 11:31:19,https://campaigns.actionagainsthunger.org.uk/page/100738/action/1,campaigns.actionagainsthunger.org.uk
35248047,35248778,35248778,1.5091874568430264e+18,301420365.0,Charibol,2022-03-30 15:15:03,https://www.actionagainsthunger.org.uk/our-impact/stories/how-were-helping-ukrainian-refugees-in-moldova,www.actionagainsthunger.org.uk
35864958,35865700,35865700,1.5094544442866524e+18,37173490.0,c_r_g,2022-03-31 08:55:58,https://campaigns.actionagainsthunger.org.uk/page/100738/action/1,campaigns.actionagainsthunger.org.uk
36876783,36877532,36877532,1.509865780615295e+18,27234025.0,pixiqueen,2022-04-01 12:10:28,https://campaigns.actionagainsthunger.org.uk/page/100738/action/1,campaigns.actionagainsthunger.org.uk
36877094,36877843,36877843,1.509865896235393e+18,1.3757530608872407e+18,WendyStringer17,2022-04-01 12:10:56,https://campaigns.actionagainsthunger.org.uk/page/100738/action/1,campaigns.actionagainsthunger.org.uk
36939703,36940457,36940457,1.5098879915311636e+18,4357744752.0,sohulme,2022-04-01 13:38:44,https://www.actionagainsthunger.org/story/helping-ukrainian-families-crisis,www.actionagainsthunger.org
41662264,41663173,41663173,1.5121745291787018e+18,51041816.0,TomShapiro,2022-04-07 21:04:37,https://www.actionagainsthunger.org/donate/ukraine-emergency-response,www.actionagainsthunger.org
41688180,41689089,41689089,1.5121839890538865e+18,1.497737739520852e+18,MegafuraxI,2022-04-07 21:42:12,https://www.actionagainsthunger.org/donate/ukraine-emergency-response,www.actionagainsthunger.org
42300540,42301461,42301461,1.5124446477669908e+18,15545560.0,acfusa,2022-04-08 14:57:58,https://www.actionagainsthunger.org/story/ukraine-ngo-statement-targeting-civilians-and-civilian-infrastructure,www.actionagainsthunger.org
42415393,42416316,42416316,1.5124829223891927e+18,26217850.0,AAH_UK,2022-04-08 17:30:03,https://www.actionagainsthunger.org.uk/our-impact/stories/how-are-action-against-hunger-supporting-people-fleeing-conflict-in-ukraine,www.actionagainsthunger.org.uk
42485484,42486407,42486407,1.5125064066661827e+18,1095092144.0,judithescribano,2022-04-08 19:03:23,https://www.actionagainsthunger.org.uk/our-impact/stories/how-are-action-against-hunger-supporting-people-fleeing-conflict-in-ukraine,www.actionagainsthunger.org.uk
43216347,43217284,43217284,1.5128453212436644e+18,26217850.0,AAH_UK,2022-04-09 17:30:06,https://www.actionagainsthunger.org.uk/our-impact/stories/how-are-action-against-hunger-supporting-people-fleeing-conflict-in-ukraine,www.actionagainsthunger.org.uk
43225473,43226410,43226410,1.512848637512102e+18,1095092144.0,judithescribano,2022-04-09 17:43:17,https://www.actionagainsthunger.org.uk/our-impact/stories/how-are-action-against-hunger-supporting-people-fleeing-conflict-in-ukraine,www.actionagainsthunger.org.uk
43624060,43625001,43625001,1.51306148295032e+18,26217850.0,AAH_UK,2022-04-10 07:49:03,https://www.actionagainsthunger.org.uk/our-impact/stories/how-are-action-against-hunger-supporting-people-fleeing-conflict-in-ukraine,www.actionagainsthunger.org.uk
43961096,43962041,43962041,1.5132064833407304e+18,69748157.0,vstehli,2022-04-10 17:25:14,https://www.actionagainsthunger.org.uk/our-impact/stories/how-are-action-against-hunger-supporting-people-fleeing-conflict-in-ukraine,www.actionagainsthunger.org.uk
44398926,44399889,44399889,1.513475207012434e+18,26217850.0,AAH_UK,2022-04-11 11:13:03,https://www.actionagainsthunger.org.uk/our-impact/stories/how-are-action-against-hunger-supporting-people-fleeing-conflict-in-ukraine,www.actionagainsthunger.org.uk
46758651,46759666,46759666,1.5145442533301453e+18,1380678722.0,MorganFrawley,2022-04-14 10:01:03,https://www.actionagainsthunger.org/donate/save-lives-end-hunger,www.actionagainsthunger.org
47054793,47055817,47055817,1.5146572468185825e+18,26217850.0,AAH_UK,2022-04-14 17:30:03,https://www.actionagainsthunger.org.uk/our-impact/stories/ukraine-crisis-countries-across-africa-on-the-brink-of-famine-as-food-prices-soar,www.actionagainsthunger.org.uk
47055392,47056416,47056416,1.5146574650398228e+18,1095092144.0,judithescribano,2022-04-14 17:30:55,https://www.actionagainsthunger.org.uk/our-impact/stories/ukraine-crisis-countries-across-africa-on-the-brink-of-famine-as-food-prices-soar,www.actionagainsthunger.org.uk
47056034,47057058,47057058,1.514657715716608e+18,1095092144.0,judithescribano,2022-04-14 17:31:55,https://www.actionagainsthunger.org.uk/our-impact/stories/ukraine-crisis-countries-across-africa-on-the-brink-of-famine-as-food-prices-soar,www.actionagainsthunger.org.uk
47056369,47057393,47057393,1.5146578531764306e+18,341182645.0,David_McNair,2022-04-14 17:32:27,https://www.actionagainsthunger.org.uk/our-impact/stories/ukraine-crisis-countries-across-africa-on-the-brink-of-famine-as-food-prices-soar,www.actionagainsthunger.org.uk
47066071,47067095,47067095,1.5146616734534328e+18,2196440868.0,julius_billones,2022-04-14 17:47:38,https://www.actionagainsthunger.org.uk/our-impact/stories/ukraine-crisis-countries-across-africa-on-the-brink-of-famine-as-food-prices-soar,www.actionagainsthunger.org.uk
47275082,47276106,47276106,1.5147515804105892e+18,1.4455272248834335e+18,Skyesins_,2022-04-14 23:44:54,https://www.actionagainsthunger.org.uk/our-impact/stories/ukraine-crisis-countries-across-africa-on-the-brink-of-famine-as-food-prices-soar,www.actionagainsthunger.org.uk
47436834,47437860,47437860,1.5148610146926019e+18,2560685903.0,ElviraSivelo,2022-04-15 06:59:45,https://www.actionagainsthunger.org.uk/our-impact/stories/ukraine-crisis-countries-across-africa-on-the-brink-of-famine-as-food-prices-soar,www.actionagainsthunger.org.uk
49283367,49284424,49284424,1.5159545128964383e+18,8.27068694530388e+17,AlterfaxJ,2022-04-18 07:24:55,https://www.actionagainsthunger.org.uk/our-impact/stories/ukraine-crisis-countries-across-africa-on-the-brink-of-famine-as-food-prices-soar,www.actionagainsthunger.org.uk
49587756,49588816,49588816,1.516116294843736e+18,15545560.0,acfusa,2022-04-18 18:07:47,https://www.actionagainsthunger.org/story/35-million-people-threatened-hunger-crisis-sahel,www.actionagainsthunger.org
49588611,49589671,49589671,1.5161166780395438e+18,14286806.0,InterActionOrg,2022-04-18 18:09:18,https://www.actionagainsthunger.org/story/35-million-people-threatened-hunger-crisis-sahel,www.actionagainsthunger.org
50233317,50234396,50234396,1.51648049806703e+18,15545560.0,acfusa,2022-04-19 18:15:00,https://www.actionagainsthunger.org/story/35-million-people-threatened-hunger-crisis-sahel,www.actionagainsthunger.org
50840593,50841679,50841679,1.5168220088766996e+18,15545560.0,acfusa,2022-04-20 16:52:02,http://www.actionagainsthunger.org,www.actionagainsthunger.org
50840667,50841753,50841753,1.5168220412148285e+18,1.4706508920010465e+18,emergencysewa,2022-04-20 16:52:10,http://www.actionagainsthunger.org,www.actionagainsthunger.org
50856044,50857130,50857130,1.5168285414631875e+18,15545560.0,acfusa,2022-04-20 17:18:00,https://www.actionagainsthunger.org/story/35-million-people-threatened-hunger-crisis-sahel,www.actionagainsthunger.org
51999944,52001054,52001054,1.5174651870031217e+18,8.438419271077929e+17,rachelbose1,2022-04-22 11:27:48,https://www.actionagainsthunger.org.uk/support-people-in-conflict,www.actionagainsthunger.org.uk
